protein,ligand_name,pocket,replica,time_ns,mean,std,n_features,rmsd_20ns,ligand_drift,f_contact_20ns,label_unstable,slope,rmsd_var,mean_disp,var_disp,energy_std
AFR1,Milbemycin,pocket8,replica_1,5.0,0.3269892722855393,0.5198934600100765,7,1.6708480638293977,1.7969422,0.3167420814479638,1,-0.027388028180383654,0.016556597070524082,1.0117031335830688,0.016981796902186833,1.2710714066233793
AFR1,Milbemycin,pocket8,replica_1,6.0,0.3454514582234746,0.5561721620475056,7,1.6708480638293977,1.7969422,0.3167420814479638,1,-0.02100095778984651,0.015056328139519641,0.9739369750022888,0.01800016380603759,1.4321676984063227
AFR1,Milbemycin,pocket8,replica_1,7.0,0.345262540766434,0.5565157142710784,7,1.6708480638293977,1.7969422,0.3167420814479638,1,-0.014312937897773837,0.013898533090474233,0.9487643241882324,0.0188308853499814,1.4496569806341237
AFR1,Milbemycin,pocket8,replica_1,8.0,0.3551469407342783,0.57354352368857,7,1.6708480638293977,1.7969422,0.3167420814479638,1,-0.008904184748836967,0.013361746518072846,0.9401028156280518,0.024591550776548843,1.5168766569661116
AFR1,Milbemycin,pocket8,replica_1,10.0,0.4000098536348267,0.6329659642558859,7,1.6708480638293977,1.7969422,0.3167420814479638,1,0.009447159167030341,0.01838340681873001,1.0954768657684326,0.0264955689728645,1.6502659747167296
AFR1,Milbemycin,pocket8,replica_1,12.0,0.3891833652396467,0.6174689399756135,7,1.6708480638293977,1.7969422,0.3167420814479638,1,0.008938585345108049,0.017638279894596834,1.0660605430603027,0.02174800851681331,1.6098981398607057
AFR1,Milbemycin,pocket8,replica_1,14.0,0.37164645474314373,0.5922947548725023,7,1.6708480638293977,1.7969422,0.3167420814479638,1,0.00898971446856667,0.01783884464258358,0.9998552799224854,0.018536123525665815,1.5563052206427044
AFR1,Milbemycin,pocket9,replica_1,1.0,0.5171753301289181,0.8571162299066607,7,0.7737150542608079,6.4463034,0.5213675213675213,0,0.4984942802686931,0.05733427454358191,0.5045053362846375,0.008728138133126064,2.551165281672388
AFR1,Milbemycin,pocket9,replica_1,2.0,0.44063949593292673,0.7887290762310232,7,0.7737150542608079,6.4463034,0.5213675213675213,0,0.21606688799297924,0.04288232290979577,0.4873639941215515,0.008425383412657408,2.329737883093503
AFR1,Milbemycin,pocket9,replica_1,3.0,0.3193819461619463,0.5749027412569842,7,0.7737150542608079,6.4463034,0.5213675213675213,0,0.03887166737303364,0.0321612591470693,0.48684245347976685,0.008067752961589453,1.6697304901721648
AFR1,Milbemycin,pocket9,replica_1,4.0,0.27651457231660276,0.4874181962957731,7,0.7737150542608079,6.4463034,0.5213675213675213,0,0.01817991912577562,0.02675139810487795,0.4811199903488159,0.007524150108683644,1.402026548528066
AFR1,Milbemycin,pocket9,replica_1,5.0,0.26199702306864475,0.4450768524154578,7,0.7737150542608079,6.4463034,0.5213675213675213,0,-0.0054010410562195165,0.024979091130005057,0.5619280934333801,0.007208935381626764,1.245264082591721
AFR1,Milbemycin,pocket9,replica_1,6.0,0.24066882034168616,0.4033371287324652,7,0.7737150542608079,6.4463034,0.5213675213675213,0,-0.004734516813602298,0.0219060246938592,0.5429946780204773,0.0070086831672360435,1.1175068733238327
AFR1,Milbemycin,pocket9,replica_1,7.0,0.25616628869967667,0.42887937090835493,7,0.7737150542608079,6.4463034,0.5213675213675213,0,-0.016191725365791765,0.022039411037478453,0.606080174446106,0.007021363227558286,1.174214797552386
AFR1,Milbemycin,pocket9,replica_1,8.0,0.2630678802130278,0.4442930038734217,7,0.7737150542608079,6.4463034,0.5213675213675213,0,-0.019493073067340112,0.021615736920452877,0.6107496619224548,0.007007400617541949,1.2215954350980849
AFR1,Milbemycin,pocket9,replica_1,10.0,0.2530594844194963,0.4226042076162038,7,0.7737150542608079,6.4463034,0.5213675213675213,0,-0.007567289351515714,0.020314763852484263,0.589785635471344,0.006958817758561847,1.1619244632055992
AFR1,Milbemycin,pocket9,replica_1,12.0,0.24747147959995625,0.40472187707088353,7,0.7737150542608079,6.4463034,0.5213675213675213,0,-0.002064363902118809,0.01863077725545348,0.613427460193634,0.007503948331142786,1.0948025353215824
AFR1,Milbemycin,pocket9,replica_1,14.0,0.24029252750895408,0.3861940438903306,7,0.7737150542608079,6.4463034,0.5213675213675213,0,2.741590656597135e-05,0.018219960218043174,0.6319583654403687,0.00790910609044584,1.0239328449072551
ATRF_ASPFU,Milbemycin,pocket1,replica_1,1.0,0.41317713942675216,0.6267117376646055,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.18488702058777692,0.02635115527083711,1.75202214717865,0.012593898781316915,0.9163857541686843
ATRF_ASPFU,Milbemycin,pocket1,replica_1,2.0,0.3506921557635612,0.536292824746464,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.054151254260093935,0.016636992869541165,1.3662053346633911,0.015758509389713606,1.002092999162189
ATRF_ASPFU,Milbemycin,pocket1,replica_1,3.0,0.4018681094168149,0.6154938115599035,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.0774626868415249,0.016689305908547187,1.630250096321106,0.03164171102790265,1.0570329658186233
ATRF_ASPFU,Milbemycin,pocket1,replica_1,4.0,0.43845133737899883,0.6775447592275403,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.06353403403332028,0.015330939705684976,1.78165602684021,0.03415596752478703,1.1744823935489899
ATRF_ASPFU,Milbemycin,pocket1,replica_1,5.0,0.4595252569463056,0.713850093626668,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.0558272268861689,0.016190893850882425,1.872375249862671,0.033357563432572734,1.2389258645918437
ATRF_ASPFU,Milbemycin,pocket1,replica_1,6.0,0.42278642314789866,0.6536134452570114,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.04159128370113505,0.014915730132618023,1.6554300785064697,0.02332643656994534,1.2242414331251226
ATRF_ASPFU,Milbemycin,pocket1,replica_1,7.0,0.39802899545564746,0.6110187356953589,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.040738225109468305,0.015961274729552912,1.508651852607727,0.019150607699917124,1.201701008042867
ATRF_ASPFU,Milbemycin,pocket1,replica_1,8.0,0.380904390806597,0.5807714524135967,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.04105304024175828,0.01789388532649486,1.3926533460617065,0.016852104095682253,1.197878359920537
ATRF_ASPFU,Milbemycin,pocket1,replica_1,10.0,0.348062643872652,0.53206960082262,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.02770684029497137,0.01625828875694192,1.2369998693466187,0.016060932873970226,1.139412575836062
ATRF_ASPFU,Milbemycin,pocket1,replica_1,12.0,0.328905925361317,0.5046014289248257,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.019668866405782172,0.014757321977421762,1.1384998559951782,0.01469144709014197,1.1147239860606946
ATRF_ASPFU,Milbemycin,pocket1,replica_1,14.0,0.31808684063078324,0.487935396085106,7,1.3293231921922504,2.7832518,0.4437869822485207,1,0.017538146385347682,0.014896237372608322,1.07011878490448,0.015498254227343735,1.1085564615257029
ATRF_ASPFU,Milbemycin,pocket11,replica_1,1.0,0.7893938008558176,1.2787861350361778,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.22865728728802134,0.02585571463295185,1.6284706592559814,0.02287470720596918,3.619898237607799
ATRF_ASPFU,Milbemycin,pocket11,replica_1,2.0,0.47603530809456057,0.7227124671802956,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.055614505225278166,0.020503753504950716,1.5732232332229614,0.020529566577514678,1.6623760981312192
ATRF_ASPFU,Milbemycin,pocket11,replica_1,3.0,0.5756086576029954,0.9576959416306352,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.06338252769324862,0.022355947182076945,1.2564705610275269,0.011949755670083322,2.6751018116480325
ATRF_ASPFU,Milbemycin,pocket11,replica_1,4.0,0.5792649898783999,0.974455550055321,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.02417372697296764,0.018736218334452704,1.2908871173858643,0.013981883986376143,2.7070759824691386
ATRF_ASPFU,Milbemycin,pocket11,replica_1,5.0,0.4836173212123058,0.7793641355886978,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.033884105525596946,0.0190627146170466,1.222241997718811,0.014070843934818599,2.096061586689867
ATRF_ASPFU,Milbemycin,pocket11,replica_1,6.0,0.43453059132904015,0.6833331723723172,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.04743093932644863,0.02304811431566681,1.1506558656692505,0.014107921959115671,1.8064712980327997
ATRF_ASPFU,Milbemycin,pocket11,replica_1,7.0,0.40083454643769756,0.6350318900366289,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.02756858266572361,0.022780695834985657,1.0652865171432495,0.01353092418924119,1.6766751052306827
ATRF_ASPFU,Milbemycin,pocket11,replica_1,8.0,0.3752056253389778,0.5980593373819773,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.015910631364316984,0.021619626168344192,0.997812032699585,0.012274885507331381,1.5788222016332667
ATRF_ASPFU,Milbemycin,pocket11,replica_1,10.0,0.37990498342395623,0.5989122237063979,7,1.3551342351279947,4.820549,0.4615384615384614,1,0.0010076214741982512,0.020830700971775883,1.1098144054412842,0.014796284982150026,1.512885871098285
ATRF_ASPFU,Milbemycin,pocket11,replica_1,12.0,0.36399416555347536,0.5781032459991239,7,1.3551342351279947,4.820549,0.4615384615384614,1,-0.012875754649219735,0.023611992653594864,1.0416737794876099,0.018828544613016557,1.476720596769326
ATRF_ASPFU,Milbemycin,pocket11,replica_1,14.0,0.3696180207681836,0.5945109895886311,7,1.3551342351279947,4.820549,0.4615384615384614,1,-0.016286065116176605,0.024034812361930127,0.9970716238021851,0.022075211942273937,1.5604305623870727
ATRF_ASPFU,Milbemycin,pocket13,replica_1,1.0,1.1384727184924495,1.746226940663846,7,,4.9858074,0.4444444444444444,0,0.4966084750985462,0.07213889416798692,2.381009340286255,0.07061458358919581,4.948937736305163
ATRF_ASPFU,Milbemycin,pocket13,replica_1,2.0,4.922872294789909,8.734000045493431,7,,4.9858074,0.4444444444444444,0,0.05047650480754557,0.04343658106067306,5.351818084716797,25.777915735678956,3.2364591572653842
ATRF_ASPFU,Milbemycin,pocket13,replica_1,3.0,0.9966628293318703,1.6348293707773087,7,,4.9858074,0.4444444444444444,0,0.02102187590933209,0.0316594226010691,4.422904968261719,0.031744575738422265,2.4693089628125504
ATRF_ASPFU,Milbemycin,pocket13,replica_1,4.0,0.8060654806386877,1.3010131230900697,7,,4.9858074,0.4444444444444444,0,0.02428152158756615,0.026001133351322644,3.4243311882019043,0.0069932317452160815,2.1608512895848055
ATRF_ASPFU,Milbemycin,pocket13,replica_1,5.0,0.7552764810246172,1.216101614052222,7,,4.9858074,0.4444444444444444,0,0.003296735934258115,0.02310261030087792,3.18026065826416,0.02351468248690736,2.056760680186117
ATRF_ASPFU,Milbemycin,pocket13,replica_1,6.0,0.8260540676891577,1.3690575066903337,7,,4.9858074,0.4444444444444444,0,-0.0017656946431715017,0.020058775509432098,3.711134195327759,0.02234421851967175,2.030606979110413
ATRF_ASPFU,Milbemycin,pocket13,replica_1,7.0,0.7514920858672333,1.226747264299341,7,,4.9858074,0.4444444444444444,0,0.0018865056402110711,0.018904011082223737,3.274871349334717,0.02525617173407259,1.9395265632794092
ATRF_ASPFU,Milbemycin,pocket13,replica_1,8.0,0.6981219781618194,1.1256698168497916,7,,4.9858074,0.4444444444444444,0,-0.001941261033385606,0.018782456745704983,2.9384453296661377,0.022053252638782755,1.9095140691154953
ATRF_ASPFU,Milbemycin,pocket13,replica_1,10.0,0.6243155493411185,1.0100804666146666,7,,4.9858074,0.4444444444444444,0,-0.001068613165050573,0.016823178925417594,2.6557607650756836,0.020462583066228227,1.6782309314855512
ATRF_ASPFU,Milbemycin,pocket13,replica_1,12.0,0.6035657407359133,0.9626487718855378,7,,4.9858074,0.4444444444444444,0,-0.0019291300137912496,0.014584490537393484,2.4550764560699463,0.022650626020821966,1.7345777425370226
ATRF_ASPFU,Milbemycin,pocket13,replica_1,14.0,0.5898764184402354,0.933882000288935,7,,4.9858074,0.4444444444444444,0,-0.0020364174833717164,0.013898826115976627,2.3213489055633545,0.020721938452325676,1.7752016764333622
ATRF_ASPFU,Milbemycin,pocket4,replica_1,1.0,1.487202448623823,2.8605064920693075,7,,3.9144673,1.0,0,0.8410059196949173,0.22003118141134081,8.443204879760742,0.06200602091242521,0.8441691385873348
ATRF_ASPFU,Milbemycin,pocket4,replica_1,2.0,2.29988497520755,3.274361091614612,7,,3.9144673,1.0,0,0.40467863435187124,0.1768492863932981,5.811420440673828,8.79032541025584,0.9159210547780114
ATRF_ASPFU,Milbemycin,pocket4,replica_1,3.0,0.814626432062118,1.5199942316347488,7,,3.9144673,1.0,0,0.2249938394672912,0.13376482686359384,4.474216938018799,0.014632108522676032,0.8547773115624657
ATRF_ASPFU,Milbemycin,pocket4,replica_1,4.0,0.7200802750101525,1.23065296842756,7,,3.9144673,1.0,0,0.14628352427852626,0.10871437536216086,3.5743987560272217,0.019002925186777472,1.1921623442163813
ATRF_ASPFU,Milbemycin,pocket4,replica_1,5.0,0.6425610590594776,1.0644532044147266,7,,3.9144673,1.0,0,0.10090166078098256,0.09137944062479714,3.039597749710083,0.01557304232748858,1.2504755199729918
ATRF_ASPFU,Milbemycin,pocket4,replica_1,6.0,0.5981941266147205,0.9531945464950476,7,,3.9144673,1.0,0,0.08852074268667602,0.08350778214315474,2.6508359909057617,0.014321654184261824,1.350172716383189
ATRF_ASPFU,Milbemycin,pocket4,replica_1,7.0,0.5712760101475872,0.9126235158697736,7,,3.9144673,1.0,0,0.06390115757851919,0.07347349310065744,2.51637864112854,0.0137003326671419,1.3314784465582525
ATRF_ASPFU,Milbemycin,pocket4,replica_1,8.0,0.5626431540588267,0.880247405369196,7,,3.9144673,1.0,0,0.0316079933887238,0.06733258469222163,2.3135581016540527,0.015541775343734045,1.510461623333055
ATRF_ASPFU,Milbemycin,pocket4,replica_1,10.0,0.519394462653116,0.8037876954830915,7,,3.9144673,1.0,0,0.018610960813642188,0.05767113926671148,2.0327889919281006,0.018488692817782475,1.508201453745575
ATRF_ASPFU,Milbemycin,pocket4,replica_1,12.0,0.47695640718610893,0.7365562317920958,7,,3.9144673,1.0,0,0.015153984246077962,0.049451773585792703,1.8507462739944458,0.022785280285948836,1.4005575381904978
ATRF_ASPFU,Milbemycin,pocket4,replica_1,14.0,0.4528574156767589,0.6978221392389347,7,,3.9144673,1.0,0,0.008685795001196296,0.04339128603789311,1.7110604047775269,0.0233846660361916,1.3834797578845046
ATRF_ASPFU,Milbemycin,pocket7,replica_1,1.0,0.28311430868771786,0.4833806380677006,7,1.985422103748078,1.502294,0.6923076923076923,1,0.05135295226681525,0.012596979106091684,0.5227789878845215,0.009252137384494019,1.3858191041721026
ATRF_ASPFU,Milbemycin,pocket7,replica_1,2.0,0.27453127901631114,0.5088751025307037,7,1.985422103748078,1.502294,0.6923076923076923,1,-0.02938863443597065,0.009788075609638427,0.4814065992832184,0.008200131945399614,1.4517127807118921
ATRF_ASPFU,Milbemycin,pocket7,replica_1,3.0,0.2328927788582774,0.40816442601269204,7,1.985422103748078,1.502294,0.6923076923076923,1,-0.01568201940088175,0.008608710202122437,0.4827001988887787,0.008995978088428358,1.1456265842294941
ATRF_ASPFU,Milbemycin,pocket7,replica_1,4.0,0.23064932332901453,0.4018960701634939,7,1.985422103748078,1.502294,0.6923076923076923,1,-0.017754356413285488,0.008132613138307527,0.4903821051120758,0.0103644352762104,1.1234204661897935
ATRF_ASPFU,Milbemycin,pocket7,replica_1,5.0,0.20959481587252782,0.35370703647256174,7,1.985422103748078,1.502294,0.6923076923076923,1,-0.010552078830486962,0.007101166852025142,0.4895067811012268,0.009822384190824164,0.9712854577941055
ATRF_ASPFU,Milbemycin,pocket7,replica_1,6.0,0.2129026319996623,0.3641444901359859,7,1.985422103748078,1.502294,0.6923076923076923,1,-0.01900844496753062,0.007681012865239267,0.48877593874931335,0.00983340265400675,1.0030365146966074
ATRF_ASPFU,Milbemycin,pocket7,replica_1,7.0,0.2319405932982228,0.3841197754476425,7,1.985422103748078,1.502294,0.6923076923076923,1,-0.012251849108478267,0.007438352333815143,0.5865610241889954,0.009821435679453799,1.0320151899937735
ATRF_ASPFU,Milbemycin,pocket7,replica_1,8.0,0.2501870369969083,0.41757802318245146,7,1.985422103748078,1.502294,0.6923076923076923,1,-0.0031345488905577495,0.007792999766007169,0.5929937958717346,0.010445127402790614,1.1432118848283834
ATRF_ASPFU,Milbemycin,pocket7,replica_1,10.0,0.2687749881600857,0.4514421284083373,7,1.985422103748078,1.502294,0.6923076923076923,1,0.0032926054348460403,0.007975741862929889,0.6117203235626221,0.010278374036127764,1.2481578722240743
ATRF_ASPFU,Milbemycin,pocket7,replica_1,12.0,0.28657597215332237,0.4967097496999612,7,1.985422103748078,1.502294,0.6923076923076923,1,0.0012597387807471848,0.007364758825466706,0.5895764231681824,0.009914556676168512,1.397916327622692
